2015-08-18,370681,40956,0,90,73,82,RA BR HZ,0,M,0.0,0.29,4.0	
2015-08-19,380357,43603,0,87,77,82, ,0,M,0.0,0.00,4.0	
2015-08-20,388317,47738,0,86,77,82,RA BR,0,M,0.0,0.01,5.6	
2015-08-21,381052,54970,0,87,71,79,RA BR,0,M,0.0,0.32,4.2	
2015-08-22,357435,64497,0,86,69,78,HZ,0,M,0.0,0.00,4.4	
2015-08-23,316240,54477,0,85,70,78, ,0,M,0.0,0.00,4.0	
2015-08-24,317591,38720,0,87,73,80, ,0,M,0.0,0.00,2.5	
2015-08-25,346943,38988,0,90,73,82, ,0,M,0.0,0.00,3.9	
2015-08-26,356497,40569,0,85,67,76, ,0,M,0.0,0.00,3.9	
2015-08-27,368367,44111,0,82,67,75, ,0,M,0.0,0.00,3.1	
2015-08-28,367124,51835,0,82,63,73, ,0,M,0.0,0.00,2.4	
2015-08-29,359028,61137,0,87,67,77, ,0,M,0.0,0.00,1.9	
2015-08-30,332559,53489,0,90,72,81,RA,0,M,0.0,0.13,4.0	
2015-08-31,322442,40266,0,91,76,84, ,0,M,0.0,0.00,4.4	
2015-09-01,352785,41553,0,90,76,83, ,0,M,0.0,0.00,2.3	
2015-09-02,368359,43424,0,91,74,83,HZ,0,M,0.0,0.00,1.7	
2015-09-03,378290,48372,0,93,74,84,HZ,0,M,0.0,0.00,2.1	
2015-09-04,362215,54097,0,85,72,79,HZ,0,M,0.0,0.00,6.9	
2015-09-05,331641,58829,0,83,67,75, ,0,M,0.0,0.00,4.1	
2015-09-06,300961,53123,0,87,65,76, ,0,M,0.0,0.00,1.3	
2015-09-07,284320,42077,0,92,70,81, ,0,M,0.0,0.00,4.2	
2015-09-08,374896,42998,0,97,76,87, ,0,M,0.0,0.00,4.8	
2015-09-09,396662,46777,0,90,76,83,RA BR,0,M,0.0,  T,3.8	
2015-09-10,401271,53057,0,79,70,75,RA BR HZ,0,M,0.0,1.58,6.2	
2015-09-11,411777,56693,0,81,66,74,BR,0,M,0.0,0.00,5.1	
2015-09-12,433864,66962,0,79,69,74,RA BR,0,M,0.0,0.29,4.2	
2015-09-13,382996,55514,0,80,62,71, ,0,M,0.0,0.04,6.3	
2015-09-14,345874,39199,0,77,59,68, ,0,M,0.0,0.00,6.4	
2015-09-15,377652,41158,0,84,62,73, ,0,M,0.0,0.00,2.2	
2015-09-16,400429,46824,0,88,66,77, ,0,M,0.0,0.00,1.4	
2015-09-17,410912,49964,0,89,68,79, ,0,M,0.0,0.00,2.2	
2015-09-18,428139,57537,0,87,68,78, ,0,M,0.0,0.00,2.1	
2015-09-19,442543,68348,0,83,68,76,HZ,0,M,0.0,0.00,2.7	
2015-09-20,393050,57182,0,79,64,72, ,0,M,0.0,0.00,7.9	
2015-09-21,359066,42266,0,73,59,66, ,0,M,0.0,0.00,7.6	
2015-09-22,367802,40881,0,71,62,67, ,0,M,0.0,0.00,7.0	
2015-09-23,358590,41171,0,80,59,70, ,0,M,0.0,0.00,2.8	
2015-09-24,324746,40162,0,82,60,71, ,0,M,0.0,0.00,4.3	
2015-09-25,365190,54180,0,76,63,70, ,0,M,0.0,0.00,6.3	
2015-09-26,427332,65594,0,72,61,67, ,0,M,0.0,0.00,6.1	
2015-09-27,378594,54856,0,71,56,64, ,0,M,0.0,0.00,4.8	
2015-09-28,323275,41854,0,78,65,72, ,0,M,0.0,0.00,3.4	
